,gbt_prob_default,lr_prob_default,lgd,loan_amnt
166,0.27083576,0.4596935202094078,0.2,25000
167,0.124127224,0.2688759820886466,0.2,2000
168,0.0008906323,0.12644684566739053,0.2,2500
169,0.98973,0.10756953194650233,0.2,3600
170,0.0025313257,0.20536502076905425,0.2,10000
171,0.026647009,0.08629737254196367,0.2,10000
172,0.0003605024,0.15979380772822344,0.2,3000
173,0.060300652,0.3132652188957588,0.2,10800
174,0.13150075,0.3413317655921497,0.2,12000
175,0.026051186,0.12946060263237474,0.2,4800
176,0.039129034,0.038813735876933146,0.2,7500
177,0.018037163,0.14702119442368433,0.2,2400
178,0.11076764,0.07216855876129884,0.2,1500
179,0.03695932,0.3650710961744349,0.2,9000
180,0.11133135,0.10385552897256932,0.2,7000
181,0.35541704,0.3373412661165659,0.2,16000
182,0.09940195,0.1234298487726717,0.2,13000
183,7.1315095e-05,0.054357265304153336,0.2,10000
184,0.010431054,0.20172325524295137,0.2,6000
185,0.07334537,0.2551667484135892,0.2,10000
186,0.13171361,0.22630723468836655,0.2,12000
187,0.12435045,0.29710801340177967,0.2,4400
188,0.060081482,0.05287623404709201,0.2,6000
189,0.9505748,0.17923505535219386,0.2,16750
190,0.034704488,0.05658056483943182,0.2,8000
191,0.27195135,0.11531239901606767,0.2,10000
192,0.9921818,0.3633299882636456,0.2,22000
193,0.0058399634,0.11367432411919673,0.2,12500
194,0.012654573,0.11252160961279833,0.2,23000
195,0.9976579,0.44321870548466646,0.2,2400
196,0.12465726,0.02774921581203298,0.2,12000
197,0.1461274,0.24161918070006366,0.2,15000
198,0.051259894,0.35872601074985594,0.2,5900
199,0.0021676766,0.07723666108594489,0.2,10000
200,0.001718724,0.08952556970145821,0.2,10000
201,0.12783095,0.2673212884187706,0.2,1500
202,0.060023274,0.040054692040197924,0.2,8000
203,0.024166342,0.07010133463547039,0.2,7500
204,0.0061533013,0.11748058058692395,0.2,3000
205,0.12431519,0.41151266224106375,0.2,8000
206,0.9905111,0.03645448855480746,0.2,12000
207,0.021583611,0.022196423563834396,0.2,25000
208,0.0023427936,0.1481516789164037,0.2,4000
209,0.034050673,0.02394842440960652,0.2,3000
210,0.9973362,0.37660443104007957,0.2,25000
211,0.48418483,0.25747278143365016,0.2,1400
212,0.009164529,0.5552703530845156,0.2,13000
213,0.19011821,0.2475899624754843,0.2,10000
214,0.007255678,0.03598097577951497,0.2,6000
215,0.022605726,0.21938013624183106,0.2,7000
216,5.1121897e-05,0.14493138981166814,0.2,3000
217,0.9997409,0.5679623915643587,0.2,20000
218,0.002548321,0.20536515550323095,0.2,10000
219,0.019560257,0.2213373435549751,0.2,9000
220,0.054850075,0.33166726536398417,0.2,2500
221,0.32746926,0.16207166859982053,0.2,5000
222,0.0891574,0.159129528977917,0.2,9000
223,0.0003195763,0.015300740619925863,0.2,5900
224,0.9846074,0.31856827306742413,0.2,8000
225,0.6538691,0.2739732718191592,0.2,7500
226,0.030992022,0.05890190664450337,0.2,8400
227,0.0006189614,0.3399633004479912,0.2,2850
228,0.0057121003,0.18685087813146017,0.2,7000
229,0.010892331,0.07588061017194761,0.2,3000
230,0.00037444974,0.154790004525851,0.2,6000
231,0.018687468,0.08403162530293008,0.2,14500
232,0.002945307,0.19132673329666558,0.2,5000
233,0.04522115,0.13446810755725472,0.2,9000
234,0.030238923,0.33700902839765606,0.2,10000
235,0.00074861525,0.0011000927743935807,0.2,6000
236,0.18357122,0.3146796155381671,0.2,4800
237,0.99668854,0.12794913690748333,0.2,2400
238,0.9852797,0.465315109322228,0.2,14000
239,0.344748,0.11655218457151026,0.2,1400
240,0.0066957558,0.27876201965148256,0.2,10000
241,0.02230243,0.06286214036650085,0.2,1000
242,0.009379927,0.0129678254790207,0.2,4700
243,0.0008045047,0.24758982064067145,0.2,10000
244,0.6227582,0.3217276945414926,0.2,7000
245,0.006297101,0.03264792198536795,0.2,6000
246,0.007037413,0.12117124795909222,0.2,18000
247,0.021543413,0.1620294144491172,0.2,20000
248,0.064045474,0.11048436942915732,0.2,5000
249,0.03782885,0.07872139054487252,0.2,8300
250,0.08574295,0.30880626899461466,0.2,20000
251,0.00022947411,0.028956912775625905,0.2,18000
252,0.0021634263,0.02206550688939802,0.2,6000
253,0.05427874,0.10040934685745717,0.2,2100
254,0.03946889,0.2975774061056087,0.2,4800
255,0.04359232,0.18417717705355244,0.2,6000
256,0.99344,0.1309087124156405,0.2,25000
257,0.008685387,0.28333399138914966,0.2,14000
258,0.013549372,0.1250090329142062,0.2,12000
259,0.0116799455,0.003130987977354779,0.2,14500
260,0.042700905,0.1530993302576517,0.2,3000
261,0.034037203,0.032647932279437415,0.2,6000
262,0.0025614994,0.01009585765636542,0.2,8000
263,0.00017442505,0.3147164843723346,0.2,12000
264,0.043070816,0.08693410293845517,0.2,2500
265,0.071210265,0.2865365352316257,0.2,1600
266,0.024829775,0.1640598200818768,0.2,1500
267,0.99913675,0.6508869683020619,0.2,17000
268,0.00070337724,0.13187503237217807,0.2,5000
269,0.043784097,0.056747392373776455,0.2,5000
270,0.99726343,0.5151699300624005,0.2,24250
271,0.016863616,0.07168917220053485,0.2,10000
272,0.012585518,0.2166257319433861,0.2,9500
273,0.99656147,0.4995242183885804,0.2,14000
274,0.0001633857,0.07667209058396651,0.2,5000
275,0.0012868127,0.23871772083188397,0.2,5000
276,0.16888528,0.12609029006301767,0.2,3000
277,0.009453505,0.009129308063927147,0.2,15000
278,0.014377612,0.0007284038151110899,0.2,7800
279,0.028310698,0.15816748619270246,0.2,7000
280,0.05358497,0.17559716641230977,0.2,15000
281,0.9943435,0.49423684332275897,0.2,8800
282,0.0088011995,0.02774924224183341,0.2,12000
283,2.4940246e-05,0.09192216267136047,0.2,7000
284,0.99996114,0.5349364608241319,0.2,7000
285,0.002373981,0.03896832426431074,0.2,10000
286,0.16640796,0.15611910989218167,0.2,15000
287,0.0034513169,0.09152309512952962,0.2,5000
288,0.0043650544,0.24758995942932288,0.2,10000
289,0.36613318,0.4248403321468845,0.2,7000
290,0.017772306,0.06762498814496122,0.2,6000
291,0.0008920234,0.019474948935940154,0.2,4800
292,0.023324365,0.023715256431812708,0.2,4800
293,0.01603187,0.4117765028588977,0.2,2100
294,0.0019406482,6.076112815889618e-07,0.2,5875
295,0.10191568,0.2595098697810493,0.2,1500
296,0.00014632422,0.23082288029540432,0.2,4000
297,0.0003676188,0.18068490971929227,0.2,9000
298,0.00013263887,0.33774744746445945,0.2,6000
299,0.12835884,0.07770604489412923,0.2,4000
300,0.0042128726,0.11237502790452868,0.2,8400
301,0.63729787,0.4059002503002372,0.2,9600
302,0.0016652722,0.33270457523884783,0.2,10000
303,0.0011895213,0.06772854258422425,0.2,4500
304,0.953597,0.435657371873324,0.2,10825
305,0.96245164,0.37163483203924086,0.2,31050
306,0.9998796,0.5439202402588648,0.2,10750
307,0.0023719708,0.17849253212684757,0.2,4200
308,0.2320626,0.05983856723113058,0.2,15000
309,0.21760648,0.279475946093007,0.2,2000
310,0.0026859078,0.25856444205109375,0.2,6000
311,0.99025035,0.4326914583845389,0.2,14500
312,0.023131194,0.06978097694916278,0.2,12000
313,0.97058386,0.3833804131275495,0.2,5000
314,0.13496287,0.3624914049709295,0.2,10600
315,0.0016589833,0.4399696848213092,0.2,24250
316,0.00077216467,0.6663612041031503,0.2,17875
317,0.43630928,0.30203939532859553,0.2,5000
318,0.0012087311,0.22365656616852508,0.2,15000
319,0.097358085,0.40450069039039943,0.2,10000
320,0.024873948,0.13942077685704898,0.2,7500
321,0.0019335911,0.25365900330085434,0.2,5000
322,0.005701094,0.29830031737961055,0.2,9000
323,0.00054900383,0.17965808164601832,0.2,14125
324,0.002023136,0.12136914386989321,0.2,6000
325,0.08025794,0.42462386982774963,0.2,5000
326,0.9955481,0.4138750479579342,0.2,4000
327,0.59585774,0.22832652529037242,0.2,9000
328,0.0017510651,0.266797171416645,0.2,6400
329,0.1600988,0.28305295437473893,0.2,3000
330,0.00024520414,0.05815032150402827,0.2,6000
331,0.082929574,0.1628476069890446,0.2,9600
332,0.9990441,0.48781921246510834,0.2,20000
333,0.9999901,0.465815554575028,0.2,2500
334,0.026654579,0.17190078993594102,0.2,14000
335,0.9945063,0.4196969087921237,0.2,14000
336,0.9852947,0.44046489497345137,0.2,5000
337,0.15784411,0.0469652627995493,0.2,3500
338,0.0024314714,0.38341810024369916,0.2,5000
339,0.23743567,0.036061950075209924,0.2,10000
340,0.14173417,0.00021093651715576686,0.2,7500
341,0.14148994,0.3325891139431426,0.2,13750
342,0.048979156,0.07827765635026672,0.2,9000
343,4.087676e-05,0.2637325406942006,0.2,3600
344,0.0016307591,0.07020840822889667,0.2,6000
345,0.2597831,0.3872070511242922,0.2,2500
346,0.020568104,0.0777059970268968,0.2,4000
347,0.0011706343,0.03902014989187524,0.2,21000
348,0.020549506,0.15160861605795528,0.2,16000
349,0.98268515,0.3872072078235847,0.2,2500
350,0.004505603,3.108057566700476e-05,0.2,16000
351,0.032189026,0.0219242844175339,0.2,12000
352,0.99700373,0.3468258577841254,0.2,6925
353,0.0012295153,0.049621348308019786,0.2,12000
354,0.001888059,0.20536502744870502,0.2,10000
355,0.082146406,0.1284028494719168,0.2,8500
356,0.004901606,0.10355041800559756,0.2,10000
357,0.9982539,0.47905882649450604,0.2,3000
358,0.005924087,0.17444947202345676,0.2,10000
359,0.01919577,0.2644378701428246,0.2,15000
360,0.025870953,0.222727455207831,0.2,1500
361,0.99830675,0.45503961448051183,0.2,5000
362,0.07389318,0.3947494563569284,0.2,12800
363,0.14384656,0.1616262626645323,0.2,8000
364,0.04274173,0.22382151820750137,0.2,8000
365,0.0149775855,0.07244025704093998,0.2,12000
366,0.055168506,0.32274676327886426,0.2,15000
367,0.0555064,0.09495028279468576,0.2,7200
368,0.078459166,0.17562716690169913,0.2,5000
369,0.17393693,0.24876690492428988,0.2,16500
370,0.998716,0.2745385421638607,0.2,2600
371,0.00065618363,0.08918811847953885,0.2,23600
372,0.9102702,0.10736376539765585,0.2,10000
373,0.010088558,0.23812175200869515,0.2,8000
374,0.9843592,0.5773323550397688,0.2,14300
375,0.012038883,0.237902335663558,0.2,4200
376,0.009671783,0.18515015814974536,0.2,5000
377,1.401734e-05,0.06978092827558154,0.2,12000
378,0.0013665024,0.18081014165115594,0.2,7000
379,0.99377525,0.5134755635835982,0.2,9600
380,0.00017578948,0.2776163456636625,0.2,5550
381,0.4391692,0.3795678529394207,0.2,7500
382,0.12280729,0.27429978979734515,0.2,6000
383,0.030126903,0.16057819690792632,0.2,5275
384,0.029873038,0.1760729216387037,0.2,12000
385,0.9976044,0.46657100127518747,0.2,3650
386,0.04851861,0.07701986547019302,0.2,5425
387,0.0013054911,0.24196765578161103,0.2,1000
388,0.05966057,0.07667202969061647,0.2,5000
389,0.023870574,0.35150224477120556,0.2,4800
390,0.4277939,0.3737325289937468,0.2,10000
391,0.23139334,0.3157239254392829,0.2,20000
392,0.001799239,0.028721464062415904,0.2,4000
393,0.0009492542,0.42797568771738964,0.2,10000
394,0.028829958,0.36898531205404117,0.2,12000
395,0.022817437,0.3185682503022177,0.2,8000
396,0.00802522,0.16582573028081865,0.2,4500
397,0.023552822,0.33571482605283276,0.2,10000
398,0.0012640186,0.0025620247005514597,0.2,4800
399,0.04339472,0.40864923956419,0.2,4100
400,0.036610305,0.1655988052647568,0.2,6000
401,0.019345203,0.14285943224124517,0.2,6350
402,0.19074315,0.34791200204786765,0.2,5000
403,0.0025755626,0.0036720508336804186,0.2,6000
404,0.058574475,0.28828628021060937,0.2,9000
405,0.40872654,0.3021669325727705,0.2,6900
406,0.024987027,0.19812988729482797,0.2,2000
407,0.0008321995,0.021714054581159603,0.2,21000
408,0.65498316,0.6053228509980673,0.2,25000
409,0.05221955,0.24987324151436927,0.2,13000
410,0.24975693,0.291295160763407,0.2,3000
411,0.019966435,0.2755054976564638,0.2,25000
412,0.035045676,0.42792563960699626,0.2,20000
413,0.99639434,0.46977355086607736,0.2,12500
414,0.032312155,0.08863802549589968,0.2,1600
415,0.009703159,0.012832501969701478,0.2,4600
416,0.000411959,0.42792566211758365,0.2,20000
417,0.20069788,0.4222436736666214,0.2,15000
418,0.11233662,0.23730775501562412,0.2,7200
419,0.007866421,0.06260927441603577,0.2,20000
420,0.04185982,0.09411813158113326,0.2,10000
421,4.7715035e-05,0.11982975447080423,0.2,7000
422,0.0013123695,0.00509457809758548,0.2,7200
423,0.000692314,0.17113958509548566,0.2,23800
424,0.041256,0.16605308280226277,0.2,3000
425,0.105435915,0.2666280573657363,0.2,17000
426,0.0141337905,0.03229500059019774,0.2,4000
427,0.9974584,0.454182752354784,0.2,8500
428,0.05039621,0.3018572117735183,0.2,15600
429,0.06596548,0.25385534987913305,0.2,1600
430,0.9979249,0.162071724158578,0.2,5000
431,0.015546845,0.02691544949491872,0.2,10000
432,0.01505497,0.1483590976735753,0.2,2500
433,0.15878929,0.483718468590502,0.2,35000
434,0.07133805,0.08033740132167437,0.2,7750
435,0.9971445,0.3249035390996609,0.2,6000
436,0.012468981,0.3420701899121394,0.2,9000
437,0.002431748,0.05753817122130881,0.2,4000
438,0.13853341,0.22323063642977173,0.2,1300
439,7.0822665e-05,0.17444936643606615,0.2,10000
440,0.5659473,0.4339008592734567,0.2,10000
441,0.0022503682,0.16237701841400343,0.2,5400
442,0.93907934,0.12888923027704052,0.2,16800
443,0.9996191,0.46619821099304004,0.2,6000
444,0.10496752,0.1767810692124815,0.2,10000
445,0.97608316,0.30031189964509725,0.2,12500
446,0.0017188452,0.11383980353780694,0.2,11000
447,0.31108513,0.36342639120328885,0.2,2000
448,0.09592841,0.2257790234677907,0.2,10000
449,4.9700553e-05,0.2902794738346275,0.2,7500
450,0.03190247,0.3030056585226768,0.2,9400
451,0.07520075,0.24760920647064869,0.2,5000
452,0.003053517,0.2963368522117542,0.2,7775
453,0.0001875183,0.39674115417385947,0.2,15000
454,0.049794246,0.30540144345592,0.2,15000
455,0.004039303,0.04617951345462344,0.2,2500
456,0.0064233625,0.011112302187012223,0.2,12000
457,0.0064347936,0.3746759321661156,0.2,2000
458,0.07024109,0.011091116596613269,0.2,8000
459,0.002662766,0.28500362758328357,0.2,6500
460,0.0002098913,0.1684116171810205,0.2,9600
461,0.009833365,0.041386647739427455,0.2,14000
462,0.025242189,0.015880214978036152,0.2,18000
463,0.022609156,0.3746153336262678,0.2,14500
464,0.99290174,0.001176447407854848,0.2,9000
465,0.02348518,0.009129318196410446,0.2,15000
466,0.9702185,0.24759016682927898,0.2,10000
467,0.0023975063,0.20407086889388143,0.2,5000
468,3.747488e-06,0.10355045017336705,0.2,10000
469,0.014342368,0.15476923712477098,0.2,6000
470,0.06326879,0.06731840851293734,0.2,8000
471,0.07899627,0.13003625513987407,0.2,7500
472,0.024195898,0.40504185834074985,0.2,10400
473,0.00016399691,0.10355042839400992,0.2,10000
474,0.16832292,0.33643882995221225,0.2,4975
475,0.025979972,0.2598586065739796,0.2,7200
476,0.40127596,0.4398440595377436,0.2,10000
477,0.03713867,0.21938032238376076,0.2,7000
478,0.045795605,0.20066785682025592,0.2,12000
479,0.00024305945,0.5777750827070507,0.2,20000
480,0.021132933,0.09125900496201653,0.2,3000
481,0.03059139,0.09247010780969821,0.2,2000
482,0.970924,0.3085448081889568,0.2,1500
483,0.023508593,0.1685568181833294,0.2,6200
484,0.031165456,0.2844755871102994,0.2,15000
485,0.028831493,0.07518080886585989,0.2,4800
486,0.11205455,0.29555869806721974,0.2,21000
487,0.03219531,0.0708655270748046,0.2,4200
488,0.062455077,0.22328770178339244,0.2,1000
489,0.9982638,0.6685502584294506,0.2,20000
490,0.0041872473,0.2690004631098892,0.2,8400
491,0.27996984,0.5953741370122411,0.2,15000
492,0.10966226,0.476601102479446,0.2,12000
493,0.0009549632,0.2557909671179412,0.2,7000
494,0.0012998513,0.3009546206035202,0.2,4800
495,0.9518868,0.3370324979141674,0.2,5000
496,0.01725542,0.29527075025405225,0.2,10000
497,0.9969668,0.4738002595413317,0.2,10000
498,0.0018208328,0.19608406409421292,0.2,4000
499,0.020311786,0.3004022684497633,0.2,7200
500,0.0014887034,0.006848224750686306,0.2,10000
501,0.22589527,0.07667198590492265,0.2,5000
502,0.9788576,0.42209744547025835,0.2,5000
503,0.09232046,0.1655989303632405,0.2,6000
504,0.004049727,0.219942889947832,0.2,4000
505,0.9957991,0.5224900057188211,0.2,16000
506,0.014857282,0.005482582968227764,0.2,6000
507,0.00048153955,0.07885461472775519,0.2,9075
508,0.024456128,0.07810946828412717,0.2,5000
509,0.21631256,0.15211487245493924,0.2,5050
510,0.0001873737,0.0110913366319914,0.2,7000
511,0.0035440002,0.13408660822764587,0.2,12000
512,0.013418839,0.05718310727050585,0.2,10000
513,0.999928,0.45721592595517696,0.2,16950
514,0.23522608,0.4115128034802061,0.2,8000
515,0.068677306,0.15005925406084722,0.2,1300
516,0.2258407,0.3852612285290287,0.2,10000
517,0.10823939,0.41187131153876383,0.2,6500
518,0.058318157,0.02344866725776314,0.2,35000
519,0.09458366,0.17959755395372978,0.2,14500
520,0.0062616635,0.3201454634864998,0.2,7500
521,0.105443336,0.26855884938673513,0.2,8000
522,0.008170905,0.2833338627083363,0.2,14000
523,0.9970822,0.4157120744868527,0.2,8000
524,0.015449779,0.0322950398220963,0.2,4000
525,0.08655581,0.38145388692352455,0.2,10000
526,0.0042849863,0.28685598789395284,0.2,35000
527,0.000120755074,0.09353413698481246,0.2,15000
528,0.99506253,0.5695337073450714,0.2,14000
529,0.23842007,0.3048211459333588,0.2,7200
530,0.018640067,0.13354570897897705,0.2,4000
531,0.16874705,0.23767545848227933,0.2,10250
532,0.038932774,0.3686491021948097,0.2,4000
533,0.2013304,0.46260246204879185,0.2,11850
534,0.055509686,0.23185741707273955,0.2,7000
535,0.0027067491,0.14591943537477692,0.2,8000
536,0.77645123,0.3400737822100611,0.2,2400
537,0.99422646,0.5107943725053405,0.2,14500
538,0.18960804,0.46757008758770835,0.2,12000
539,0.15094094,0.38487248856724077,0.2,11500
540,0.0097896615,0.1712376683621435,0.2,6000
541,0.00058170984,0.30955215508651074,0.2,7000
542,0.9101833,0.2429994460660751,0.2,2000
543,0.99634737,0.33677828196796156,0.2,1625
544,0.03385545,0.016682687237228877,0.2,9000
545,0.0011728108,0.4156908269068014,0.2,4375
546,0.019452117,0.054238269804796825,0.2,7200
547,0.04444815,0.15190890101505894,0.2,20000
548,0.01913105,0.2851526696730749,0.2,12000
549,0.07799696,0.3096705222208343,0.2,11400
550,0.11747404,0.123898030156787,0.2,6600
551,0.022057785,0.037537981018825106,0.2,21000
552,0.010281816,0.069674452577976,0.2,13500
553,0.0009867051,0.18293780412751265,0.2,8650
554,0.035389513,0.1483262596047431,0.2,15000
555,0.9866969,0.15556220578003455,0.2,25000
556,0.9968777,0.28926590384800177,0.2,12000
557,0.98107064,0.35563136483224717,0.2,3500
558,0.02825817,0.13316640797940876,0.2,7000
559,0.060021337,0.23730773302806935,0.2,7200
560,0.013452883,0.046453525193883884,0.2,14000
561,0.5383962,0.4697088406251149,0.2,25000
562,0.017627304,0.33271368993992684,0.2,8000
563,0.02807408,0.0629142250992611,0.2,3000
564,0.00013647393,0.04581476955517777,0.2,15000
565,0.5561184,0.23934455646707678,0.2,2000
566,0.94339365,0.28817818003800816,0.2,15000
567,0.5881799,0.27370225147645355,0.2,15000
568,0.016443055,0.10776286095170752,0.2,3600
569,0.13605805,0.36117466009926574,0.2,6000
570,0.983294,0.4632579391405932,0.2,16800
571,0.0009409716,0.6584730191073094,0.2,29800
572,0.0026420876,0.07747102105333163,0.2,7000
573,0.011458913,0.14129715414425267,0.2,3100
574,0.9969144,0.4229383154771219,0.2,2000
