country_id,date,views
119,2022-09-02,17703
116,2022-10-20,2419
12,2022-10-07,14186
64,2021-08-27,14274
38,2022-01-24,1856
37,2022-02-24,23698
98,2021-05-25,10570
52,2021-03-26,1049
45,2021-04-24,21337
45,2022-01-04,17037
71,2022-03-30,15007
117,2021-05-27,9838
36,2022-01-28,21924
61,2021-06-23,4302
45,2022-09-14,24559
98,2021-10-24,14689
19,2021-08-18,10398
93,2021-12-30,16575
79,2021-03-14,21846
16,2021-12-03,9300
88,2021-09-09,16449
50,2021-05-10,2050
97,2022-07-26,8932
7,2022-07-11,15823
56,2022-05-01,7640
116,2021-04-26,19850
7,2022-09-27,3848
50,2022-07-14,2644
9,2022-07-08,19056
64,2021-03-01,17106
34,2022-10-21,4849
48,2021-04-20,10134
104,2021-05-11,14098
105,2021-06-02,14137
79,2021-09-22,15701
62,2022-03-03,6781
84,2021-10-22,5951
89,2021-05-17,10212
55,2022-03-15,1241
85,2021-03-23,20890
43,2022-03-15,17562
122,2022-01-19,18472
24,2021-12-17,21870
78,2021-06-23,1315
15,2021-04-13,24535
54,2021-11-10,23868
15,2022-06-24,22864
91,2021-11-28,3507
55,2022-01-23,23696
29,2021-02-05,18871
5,2022-09-20,17369
81,2021-08-21,16542
120,2021-09-28,4907
15,2021-10-31,22190
34,2021-07-07,24789
40,2021-12-17,23395
22,2022-05-04,14477
59,2021-01-29,20951
20,2021-03-30,15101
9,2022-09-03,17975
87,2022-03-09,21070
97,2021-02-25,6424
101,2022-07-17,8702
72,2021-06-30,18959
65,2021-01-26,8684
37,2022-02-14,10444
77,2021-05-24,3593
87,2021-01-13,19118
85,2021-01-22,24156
47,2022-05-27,19481
60,2021-04-15,22193
16,2021-07-25,23378
71,2022-06-22,1601
49,2022-02-21,10079
80,2022-09-05,14048
110,2022-05-12,7383
11,2022-10-21,5578
71,2021-03-31,15251
66,2022-05-14,8067
62,2022-10-12,10432
93,2022-07-25,13191
38,2021-10-21,12375
107,2021-06-19,24888
40,2021-06-01,5331
7,2021-10-16,15932
111,2022-02-07,23937
101,2021-05-10,2310
79,2022-05-03,21138
41,2021-11-07,10219
63,2022-01-01,7424
56,2022-10-09,1022
12,2021-11-12,21624
41,2021-04-12,7530
61,2022-10-12,24422
3,2021-05-19,2605
56,2021-06-29,22487
35,2021-04-29,5199
107,2021-03-25,19511
76,2022-03-24,2753
43,2021-05-28,22994
118,2022-01-23,23520
51,2022-03-11,10854
19,2021-08-07,13878
48,2021-03-09,15737
71,2022-03-30,6904
31,2021-12-23,2815
8,2021-11-12,7897
59,2022-07-22,19109
80,2021-09-22,7559
36,2022-07-25,12381
35,2022-06-14,10114
38,2022-04-04,5719
58,2022-06-19,2828
24,2022-10-07,10897
55,2022-01-19,15282
117,2022-09-08,2332
117,2022-10-24,4199
108,2022-07-22,23518
61,2021-12-19,17949
40,2021-01-31,8372
62,2021-06-24,6071
1,2021-05-19,17979
42,2021-04-24,23592
78,2022-04-13,19169
10,2022-09-21,21601
105,2022-08-28,20776
87,2022-10-22,18280
85,2021-09-04,14673
9,2021-10-21,7315
39,2022-10-11,10268
19,2022-08-30,9821
82,2021-09-12,10952
12,2021-03-23,5450
50,2021-10-10,5862
82,2022-02-04,19083
100,2021-05-18,19465
113,2022-01-14,6013
98,2022-03-08,13500
78,2021-01-21,6019
21,2021-05-09,13338
50,2021-03-15,14834
68,2022-03-28,15670
53,2022-09-10,17097
77,2021-03-24,22220
110,2021-04-28,23998
112,2022-04-21,17251
115,2021-05-22,12109
120,2022-06-22,8415
36,2021-01-27,5447
76,2021-06-14,19621
68,2021-08-13,17172
86,2022-06-24,13848
32,2021-12-20,4338
62,2022-07-06,5868
59,2022-04-24,6225
22,2022-01-04,13575
50,2022-03-21,17538
41,2022-01-05,23898
44,2021-10-29,3741
101,2022-01-21,19340
50,2021-06-17,23016
114,2022-05-04,16236
73,2021-01-24,21013
54,2022-03-10,2121
44,2022-10-03,23161
52,2022-06-15,9266
73,2021-04-22,1354
15,2022-06-30,19162
79,2021-03-23,7380
89,2021-04-30,3159
100,2022-02-07,20752
2,2021-07-24,1058
121,2022-09-22,6844
96,2021-04-30,6617
79,2021-04-05,4305
90,2021-02-12,24248
16,2021-02-20,13562
77,2022-08-04,8742
65,2022-07-10,18711
105,2021-02-09,11506
41,2021-04-28,12208
72,2022-06-04,12668
47,2022-04-03,6773
119,2022-02-17,3521
7,2022-09-09,2630
40,2021-10-20,14359
38,2021-11-07,12671
2,2022-08-19,21325
116,2022-05-15,12634
86,2021-01-24,1426
9,2022-09-09,6453
60,2022-06-02,9694
96,2021-07-17,9884
97,2022-08-05,17245
19,2022-03-09,22843
108,2021-03-06,2069
106,2021-09-20,6664
41,2021-12-01,9435
21,2022-04-15,14305
51,2022-06-13,12922
57,2022-08-27,3157
2,2022-05-24,4936
73,2021-04-27,7375
63,2022-09-16,15023
111,2021-12-20,24711
60,2022-04-12,20648
79,2022-05-10,16264
14,2022-07-26,12330
53,2022-01-11,6937
74,2021-08-10,20433
104,2022-06-28,14944
61,2022-04-01,5870
33,2021-09-25,7755
4,2022-04-08,24789
84,2022-03-18,11458
24,2022-03-16,21676
59,2022-08-13,19044
9,2021-02-26,6589
46,2021-03-28,18680
91,2022-06-28,23620
50,2021-06-10,19378
35,2021-05-15,6990
93,2021-09-21,9121
57,2021-07-19,2055
7,2021-03-13,7636
15,2021-03-20,21330
41,2021-06-04,19429
86,2022-08-02,21574
43,2022-03-20,16810
69,2022-06-08,6408
97,2022-06-10,10622
22,2021-08-03,16255
33,2021-01-12,7039
88,2022-03-07,5056
43,2021-06-06,16032
82,2021-06-24,9511
18,2021-11-12,10530
52,2022-04-01,22926
75,2022-03-31,22344
86,2021-04-14,1488
99,2021-02-09,16404
121,2022-07-10,20270
87,2021-11-17,8944
45,2021-06-10,3045
122,2022-03-18,18261
103,2021-03-30,24033
3,2022-07-30,10000
24,2021-06-22,11045
102,2021-12-26,15066
13,2021-12-16,9095
59,2021-03-22,24250
80,2021-08-03,17720
37,2021-07-27,18580
52,2022-03-15,20317
21,2022-03-05,21985
33,2021-04-12,21693
122,2021-11-29,24449
55,2021-03-24,20928
79,2022-08-05,5739
25,2022-01-11,15173
113,2021-01-22,14009
63,2021-03-18,19633
24,2021-09-04,16683
4,2021-08-30,3554
52,2022-07-27,6730
80,2022-04-05,19894
48,2022-02-13,11135
57,2021-03-25,13471
8,2022-03-26,4725
104,2021-05-20,11143
112,2021-04-20,23821
66,2021-05-03,10604
20,2021-12-06,17835
112,2021-08-22,16668
50,2021-11-08,15943
30,2022-08-26,9515
2,2021-07-19,18367
12,2021-04-24,1799
44,2022-02-21,15241
106,2021-09-05,2107
32,2021-04-23,2155
84,2022-09-21,2218
23,2022-08-01,1400
92,2021-05-08,19048
53,2022-04-26,17311
10,2021-06-17,3313
5,2022-08-05,23224
63,2022-02-07,17119
8,2022-04-18,17635
32,2021-06-09,22426
13,2021-07-28,18257
63,2021-02-10,23509
61,2021-11-23,18604
95,2021-02-19,5764
83,2022-04-15,9199
55,2021-06-21,21511
48,2022-05-19,7504
5,2021-12-31,14890
91,2022-09-15,1601
32,2021-04-18,15223
111,2021-12-14,7599
90,2022-05-25,10406
6,2021-09-29,3685
41,2021-01-17,2441
110,2021-12-28,21062
23,2021-12-22,8989
92,2022-06-24,1856
69,2021-11-06,4196
108,2022-10-14,14214
81,2022-06-01,20913
54,2021-10-08,24393
96,2022-10-21,14334
29,2021-03-06,9606
123,2021-10-14,15971
31,2022-10-24,11077
74,2021-04-30,13658
97,2021-07-07,8469
118,2021-10-27,12120
39,2022-05-15,12904
48,2021-03-04,2623
114,2022-10-18,10611
64,2021-02-05,21916
90,2021-09-26,10573
25,2021-08-05,22644
120,2022-03-17,23351
58,2022-04-15,24132
16,2021-04-27,15603
18,2021-07-14,8991
33,2021-03-31,15326
87,2022-08-02,3542
97,2021-02-19,16858
121,2021-09-14,23559
54,2022-05-01,24154
34,2021-05-20,18884
40,2022-01-12,20938
48,2022-09-28,20326
81,2022-06-26,2324
88,2021-02-09,14549
93,2021-12-09,17327
1,2021-12-16,15472
45,2022-07-06,3978
47,2022-03-13,6715
48,2022-01-04,4374
25,2021-01-13,10084
67,2021-02-22,22705
111,2021-10-19,19360
76,2021-08-04,24252
113,2021-03-06,2696
104,2021-10-14,12904
95,2021-04-28,5750
1,2021-12-10,7334
62,2022-04-11,7955
39,2022-09-06,19507
74,2022-03-28,16764
41,2021-10-22,19228
104,2021-07-18,23375
76,2022-01-12,10526
93,2021-10-05,16777
122,2021-10-26,23126
17,2021-09-17,22371
96,2021-12-07,21675
37,2021-11-14,22076
93,2022-08-22,8905
118,2021-09-19,15446
9,2021-05-23,8109
93,2022-01-24,3576
60,2022-10-19,1367
67,2022-09-22,19496
79,2021-07-08,7093
118,2021-03-23,8503
120,2022-02-13,17522
116,2022-03-02,9829
13,2021-02-09,19097
21,2022-03-19,19522
86,2022-10-17,12526
110,2022-07-13,15593
29,2021-06-04,13649
89,2021-10-25,7231
66,2021-09-17,20064
39,2022-04-25,8897
81,2022-01-27,9511
94,2022-08-12,15765
74,2021-09-13,18287
118,2021-09-03,19508
93,2022-06-09,5011
60,2022-10-25,3243
37,2021-03-19,1316
80,2021-09-16,10834
110,2021-09-23,3042
75,2021-12-19,18010
79,2021-10-14,15254
58,2021-08-29,17043
11,2022-03-24,15556
68,2021-07-29,4848
33,2021-04-28,8978
14,2022-02-11,7575
29,2021-11-09,19607
7,2021-07-03,3976
96,2022-01-01,5593
86,2021-08-23,5879
92,2021-08-20,3877
26,2021-07-09,5979
62,2021-04-02,18721
55,2021-01-24,9322
22,2022-02-06,15742
94,2021-04-07,1622
97,2021-06-05,24085
118,2022-05-16,20393
97,2021-07-28,19470
29,2022-03-12,9825
48,2021-09-20,6899
46,2021-04-02,6720
21,2022-02-25,23213
19,2022-04-24,24369
107,2022-04-10,2223
116,2021-06-30,3433
93,2021-05-16,16260
89,2021-10-18,2475
14,2021-12-11,9706
61,2021-08-30,16828
47,2021-08-01,5767
88,2021-09-10,4516
85,2022-10-24,20874
91,2022-08-05,8313
37,2022-07-19,18835
90,2022-03-15,21258
86,2021-09-08,14915
32,2021-02-02,2607
118,2022-02-26,11890
10,2021-02-13,5091
7,2021-06-12,15105
74,2022-06-28,2990
86,2021-05-02,23584
107,2021-08-11,23657
117,2022-05-02,3422
93,2022-03-18,20051
2,2022-10-20,9166
83,2021-11-20,3372
105,2022-09-03,6031
24,2021-05-26,10407
101,2022-08-22,18085
17,2022-07-10,24893
47,2021-04-15,5616
107,2022-05-01,3332
122,2021-09-21,4477
74,2021-10-11,1404
78,2021-12-15,22655
65,2021-12-28,1236
9,2022-09-27,2881
24,2022-05-16,6367
9,2021-02-11,23662
115,2021-07-17,14816
121,2021-11-12,6880
68,2022-03-11,2893
41,2022-06-12,13875
117,2021-11-05,19231
26,2021-06-21,15900
106,2022-03-01,2263
2,2021-05-13,21388
28,2022-08-04,13970
67,2021-01-19,20406
11,2021-04-30,14790
40,2022-02-12,1366
65,2021-08-21,12931
37,2022-07-28,14087
10,2022-04-16,13444
98,2021-01-14,8447
46,2021-03-13,9722
96,2021-10-30,7298
41,2022-06-30,9022
67,2021-05-24,11931
90,2021-03-08,11884
71,2022-04-08,22337
26,2022-10-02,22387
4,2022-04-29,15607
78,2021-10-11,1231
94,2021-04-25,18925
97,2021-07-22,12241
70,2021-11-03,10578
2,2021-09-12,13194
87,2021-08-22,20525
59,2022-09-02,16916
65,2021-04-11,8419
57,2022-06-12,8615
104,2022-01-18,3708
39,2022-01-20,7622
42,2022-09-22,23792
63,2022-08-29,3174
35,2021-07-23,24210
34,2021-10-20,23879
55,2022-02-16,15916
6,2022-06-26,22796
77,2021-01-23,7166
101,2022-07-11,23338
4,2022-04-25,17173
76,2022-05-23,5164
85,2022-05-22,10790
63,2021-11-01,15105
77,2021-04-22,15924
88,2021-07-24,20027
35,2022-10-04,5975
7,2022-03-28,17795
91,2022-04-01,9345
20,2021-03-20,9272
70,2021-12-23,10860
118,2022-09-11,15115
74,2021-09-23,14175
122,2022-04-05,7221
79,2021-03-01,12971
92,2021-09-29,24570
101,2021-03-03,4819
75,2022-05-10,15086
75,2022-06-27,20813
50,2021-09-20,14373
2,2022-05-12,11265
86,2022-05-30,1174
83,2022-07-08,21135
56,2022-05-25,18123
36,2022-08-22,11987
23,2021-05-09,23124
36,2021-09-03,17072
84,2021-06-14,5463
25,2021-07-09,19613
1,2021-11-02,8894
9,2021-10-17,23954
87,2022-10-03,19767
102,2021-10-22,9978
87,2022-09-01,3404
117,2021-04-19,17370
101,2021-05-19,2839
44,2022-09-14,10505
97,2022-05-24,2646
50,2021-05-11,1244
9,2021-06-02,24993
81,2021-12-30,4275
52,2021-07-23,4088
58,2022-05-10,21330
26,2021-09-12,20439
1,2021-03-19,22117
79,2022-01-19,4774
56,2021-01-11,19178
108,2021-10-05,9094
95,2021-02-28,6696
103,2022-09-29,22046
121,2021-06-05,12155
39,2021-03-08,9503
93,2021-05-26,8466
61,2021-10-10,5657
101,2022-02-23,11865
18,2021-11-09,15266
75,2021-01-24,17815
37,2021-04-16,2593
94,2021-02-19,11884
38,2022-06-29,16935
109,2021-11-18,4137
3,2022-07-25,17790
96,2021-03-14,18824
8,2022-05-10,12599
88,2021-09-01,10709
67,2021-09-03,8293
84,2021-11-02,22427
24,2022-07-23,7585
116,2021-01-22,9762
15,2021-12-31,13822
23,2021-08-30,9677
16,2022-10-21,5489
60,2022-08-14,1529
9,2022-02-16,2667
10,2022-07-19,11111
87,2022-02-27,8917
94,2021-07-08,24693
79,2021-02-18,22808
102,2022-01-10,9322
50,2021-06-21,21643
6,2022-03-20,10334
23,2021-08-18,8015
70,2021-01-30,22887
104,2021-04-07,23914
50,2022-04-03,3986
42,2022-07-03,1291
29,2022-03-22,15643
120,2022-10-10,14068
84,2022-02-03,1403
59,2022-08-13,12520
16,2022-05-07,7245
47,2022-02-04,4791
110,2022-08-03,2094
8,2021-10-17,5526
103,2022-06-21,18561
120,2021-09-22,13577
18,2021-06-27,22019
106,2021-11-03,5947
53,2021-07-06,2630
45,2022-10-23,11349
63,2022-04-30,5426
32,2022-07-27,23308
22,2021-08-08,7326
11,2021-09-12,13057
86,2021-03-17,6193
116,2021-02-22,3092
120,2022-03-25,18303
57,2022-03-21,13035
83,2021-10-07,15307
87,2021-08-29,10922
1,2022-02-17,17774
74,2022-05-21,22814
119,2022-05-01,11161
94,2022-10-10,15404
110,2022-06-20,3699
62,2022-04-07,11285
98,2021-07-25,7849
7,2022-03-10,13753
59,2022-06-06,4216
11,2022-01-23,4793
13,2022-07-10,20185
65,2022-05-13,6310
13,2021-12-30,15420
48,2021-10-17,9713
90,2021-05-18,18278
90,2022-10-18,14443
116,2021-02-19,7892
68,2021-06-30,24235
84,2022-08-10,22338
89,2021-05-15,10905
112,2021-05-16,4627
17,2022-07-18,21305
81,2022-08-27,22574
13,2022-02-03,2661
50,2022-05-18,9335
67,2022-09-04,20409
100,2021-10-05,24789
97,2021-11-06,19361
78,2022-06-16,23936
119,2022-08-31,20964
53,2021-07-29,10478
13,2022-01-06,6097
12,2021-11-12,8881
25,2022-07-24,1639
80,2021-05-23,23827
98,2021-10-05,21460
65,2021-01-24,3780
63,2021-05-20,16405
66,2021-11-25,3982
56,2022-03-07,7261
85,2022-01-06,7346
71,2021-10-06,9278
84,2022-05-06,9372
22,2022-04-17,7953
112,2021-12-27,1954
9,2022-04-10,20258
10,2021-03-28,17186
62,2021-06-10,14729
3,2021-04-04,1913
91,2021-01-27,1674
63,2021-07-31,21472
53,2022-05-23,4857
112,2022-08-23,20748
54,2022-01-19,1079
8,2021-06-19,21134
93,2021-02-05,20505
81,2022-07-14,22717
56,2022-08-07,24317
34,2022-03-05,13473
56,2022-09-14,9262
104,2022-01-13,6393
61,2022-04-22,17348
53,2021-02-04,17529
100,2022-06-07,10159
91,2022-10-08,16244
13,2021-07-20,24003
70,2021-09-05,1834
32,2022-07-17,8691
112,2022-04-02,9534
107,2022-01-18,14631
102,2021-04-03,5546
48,2021-05-31,8894
109,2021-09-16,24563
122,2022-08-21,12290
110,2021-12-11,23786
7,2022-02-16,16594
19,2022-01-07,14640
97,2022-08-27,19409
4,2022-02-26,7350
3,2022-08-10,17773
45,2021-08-29,12174
80,2021-01-28,3586
101,2022-06-25,11566
40,2021-12-12,17455
27,2021-12-04,7587
95,2021-06-08,19843
62,2022-01-04,6053
19,2022-09-20,15350
73,2022-03-23,6585
119,2022-06-26,22068
113,2022-04-06,18987
49,2022-07-04,6693
66,2022-08-22,22932
71,2021-03-15,21378
115,2021-11-01,6280
48,2022-05-29,21788
113,2022-04-15,16690
73,2021-01-21,7037
105,2022-05-21,1963
63,2022-03-15,10636
7,2021-12-23,16794
88,2021-02-18,13032
68,2021-07-20,17737
38,2021-05-27,9798
92,2021-03-30,7334
6,2022-05-01,12363
11,2022-02-18,20915
63,2021-11-06,23216
115,2021-11-18,13477
38,2022-03-18,4786
82,2022-02-02,17513
2,2022-08-18,11109
65,2021-10-25,21468
39,2021-06-02,19799
18,2021-05-10,3984
2,2021-01-17,8641
63,2021-03-20,5083
68,2021-08-29,5305
66,2021-05-09,16217
60,2021-03-06,17776
42,2021-04-02,8798
78,2022-09-15,11839
51,2022-01-29,9885
40,2021-08-31,15845
14,2021-11-10,3364
63,2021-05-01,14507
78,2021-03-27,9450
23,2021-07-29,15340
25,2021-10-20,22674
86,2021-03-03,20541
81,2022-01-30,8128
86,2022-09-19,6192
123,2021-08-21,1638
7,2022-07-06,1276
80,2022-04-24,20653
117,2021-04-20,15093
95,2022-01-19,6420
97,2021-06-28,23557
12,2021-07-12,5392
7,2021-08-03,13932
65,2021-10-28,10623
33,2021-03-26,23351
92,2022-07-09,19990
19,2022-08-31,10530
56,2021-08-08,6502
43,2021-10-17,9970
99,2022-01-08,7478
57,2022-08-04,20300
7,2021-01-19,6065
116,2022-04-04,20319
105,2021-02-07,2045
57,2022-06-28,4330
68,2022-03-07,13715
97,2021-08-31,9173
117,2021-08-27,22904
89,2021-04-12,19844
23,2022-01-07,3483
86,2022-07-01,2125
61,2022-09-01,21042
51,2022-06-12,7008
86,2022-07-01,9002
71,2022-09-21,16652
7,2021-12-16,17662
60,2022-07-25,13725
14,2022-03-08,13755
19,2021-03-02,16030
89,2022-02-07,10765
8,2021-03-03,12527
27,2022-01-22,22090
82,2021-03-27,19593
117,2022-08-24,2209
17,2022-09-23,22470
20,2022-08-13,12057
29,2021-12-28,19012
8,2022-08-02,15019
67,2021-06-09,17535
85,2022-07-10,1946
104,2022-03-04,8908
58,2022-07-27,16115
109,2022-07-15,20911
79,2022-09-21,7420
116,2021-11-16,21214
50,2022-06-22,13894
95,2021-08-14,24579
35,2022-08-05,10953
16,2021-06-21,7882
100,2022-09-09,1044
76,2021-06-04,10929
39,2021-06-25,22827
12,2022-07-06,13435
117,2022-08-05,20080
74,2022-04-19,14170
91,2022-05-08,16444
99,2021-02-24,24050
76,2022-08-16,8685
69,2022-05-02,21237
16,2021-11-20,12007
67,2022-07-05,1063
121,2022-10-11,22920
26,2022-09-03,11585
27,2022-07-31,19308
23,2021-07-30,9122
52,2022-03-04,17472
69,2021-02-04,17643
51,2022-10-07,11747
59,2022-09-18,6171
9,2021-06-07,6763
20,2021-08-25,5233
101,2022-10-18,13841
113,2021-07-16,2897
32,2021-01-22,3844
92,2021-06-01,17927
49,2021-07-17,5551
36,2021-12-02,11998
48,2022-09-07,14355
7,2021-11-03,22858
37,2022-07-04,24987
46,2021-07-07,19740
50,2021-02-10,11322
29,2021-11-17,5051
22,2022-02-17,2372
78,2021-07-17,10947
49,2021-03-12,7038
6,2022-10-19,17645
23,2021-09-24,13651
57,2022-03-18,1457
69,2021-11-15,2452
84,2021-08-09,19457
42,2021-03-15,24775
110,2022-10-10,3419
63,2021-11-14,21567
76,2021-12-04,13909
115,2021-06-08,8294
112,2022-01-18,14866
103,2021-05-31,20136
6,2021-09-20,18059
115,2021-11-29,16989
54,2022-03-18,14738
58,2022-04-17,16013
11,2021-07-12,6615
32,2022-02-13,23690
94,2022-09-08,12922
80,2021-07-14,16950
9,2022-08-16,7192
76,2021-05-30,21528
113,2022-01-04,24959
102,2022-01-01,24328
79,2022-04-08,24716
109,2022-05-23,5273
55,2022-08-25,24290
72,2021-03-21,19456
106,2022-01-19,13513
97,2022-09-04,8608
4,2022-08-19,24503
112,2021-02-21,4750
85,2021-06-28,12648
11,2022-08-02,8351
97,2022-08-25,2847
30,2021-04-09,5703
1,2021-04-12,11454
111,2021-09-22,7089
6,2021-12-15,17207
100,2021-08-22,10302
1,2021-07-18,18476
64,2022-03-18,14939
119,2021-03-23,6794
63,2022-07-25,17132
4,2022-06-30,21522
76,2021-10-02,20384
51,2022-10-19,15728
62,2022-06-26,24077
95,2022-07-31,10667
14,2022-05-30,16958
68,2022-05-14,1188
92,2022-05-18,22158
67,2022-04-18,3689
21,2021-09-19,2506
97,2022-01-31,9374
66,2021-05-20,16366
119,2021-11-20,20725
118,2022-06-25,18146
94,2021-07-27,15958
39,2021-12-21,5947
108,2022-08-24,7298
36,2021-09-21,5669
67,2022-05-12,24650
35,2022-04-10,1179
29,2022-06-15,22887
81,2021-02-07,19443
107,2021-01-19,19374
55,2021-06-25,10876
74,2022-01-05,16437
54,2021-10-08,8667
102,2022-06-19,11008
114,2021-03-05,19618
41,2022-05-02,4553
82,2021-12-19,6681
67,2021-10-04,22153
72,2022-08-23,17169
24,2022-04-02,6061
12,2022-07-14,14283
117,2021-01-23,3488
32,2021-10-16,12724
52,2021-11-14,16194
80,2022-03-01,15342
58,2021-07-09,22353
14,2022-09-26,20725
